article,study_ID,reference,product_type,product_detail,product,innovativeness,sustainability,health,animal_welfare,first_year,period_data_collection,choice_experiment,collection_type,sample_size,continent,country,dependent_variable,consumer_type,consumer_group_paper,WTP_estimate,WTP_adjusted,unit,reference_product,price_WTP_reference,relative_difference,WTP_OR_logit_coefficient,SE_OR_SD,Price_estimate,SE_price,SE_WTP,relative_SE_WTP,group_share
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,1050,Europe,Spain,WTP,average,median maximum price,6.5,6.5,500g/pork,conventional pork,4.5001384657989476,0.4444,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,1040,Europe,Poland,WTP,average,median maximum price,3.73,3.73,500g/pork,conventional pork,2.8499388753056234,0.3088,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,755,Europe,Italy,WTP,average,median maximum price,5.8,5.8,500g/pork,conventional pork,4.1998551774076756,0.38099999999999995,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,988,Europe,Hungary,WTP,average,median maximum price,3.72,3.72,500g/pork,conventional pork,3.3199464524765729,0.12050000000000007,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,506,Europe,Croatia,WTP,average,median maximum price,4.95,4.95,500g/pork,conventional pork,4.0201413140583124,0.23130000000000003,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,950,Europe,Belgium,WTP,average,median maximum price,7.5,7.5,500g/pork,conventional pork,6.5002600104004165,0.1537999999999999,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,1050,Europe,Spain,WTP,average,median maximum price,0.95,0.95,1 liter milk,conventional milk,0.74998026367727166,0.26669999999999994,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,1040,Europe,Poland,WTP,average,median maximum price,0.67,0.67,1 liter milk,conventional milk,0.54001773192552593,0.24070000000000003,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,755,Europe,Italy,WTP,average,median maximum price,1.25,1.25,1 liter milk,conventional milk,1.0499790004199916,0.1905,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,988,Europe,Hungary,WTP,average,median maximum price,0.86,0.86,1 liter milk,conventional milk,0.86,0,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,506,Europe,Croatia,WTP,average,median maximum price,0.9,0.9,1 liter milk,conventional milk,0.740009866798224,0.21619999999999998,NA,NA,NA,NA,NA,NA,1
"Li, S., Kallas, Z., Ornelas Herrera, S. I., Mustapa, M. A. C., Behrendt, L., Hajdu, Z., ... & Meers, E. (2025). Market potential for circular food in Europe based on consumer demand and willingness to pay. npj Science of Food, 9(1), 146.",Li2025,Li et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,950,Europe,Belgium,WTP,average,median maximum price,1.05,1.05,1 liter milk,conventional milk,0.94996833438885375,0.10529999999999999,NA,NA,NA,NA,NA,NA,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,1050,Europe,Spain,WTP,average,average,8.46,8.46,500g/pork,conventional pork,7.75,0.09161290322580656,8.4600000000000009,NA,NA,NA,0.94897959183673486,0.12244897959183676,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,1040,Europe,Poland,WTP,average,average,9.73,9.73,500g/pork,conventional pork,11.53,-0.15611448395490019,9.73,NA,NA,NA,2.3520408163265305,0.2039931323787104,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,755,Europe,Italy,WTP,average,average,7.52,7.52,500g/pork,conventional pork,9.36,-0.19658119658119658,7.52,NA,NA,NA,0.75765306122448972,0.08094583987441131,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,506,Europe,Croatia,WTP,average,average,8.6,8.6,500g/pork,conventional pork,8.42,0.021377672209026095,8.6,NA,NA,NA,1.0153061224489794,0.12058267487517572,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,pork,circular pork,0,1,0,0,2021,2021-2022,1,online,950,Europe,Belgium,WTP,average,average,10.25,10.25,500g/pork,conventional pork,18.41,-0.443237370994025,10.25,NA,NA,NA,1.0051020408163269,0.05459543947943112,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,1050,Europe,Spain,WTP,average,average,-4.33,-4.33,1 liter milk,conventional milk,1.85,-3.34054054054054,-4.33,NA,NA,NA,2.2015306122448979,1.1900165471594042,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,1040,Europe,Poland,WTP,average,average,1.58,1.58,1 liter milk,conventional milk,1.29,0.2248062015503876,1.58,NA,NA,NA,0.3392857142857143,0.2630121816168328,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,755,Europe,Italy,WTP,average,average,1.57,1.57,1 liter milk,conventional milk,1.17,0.341880341880342,1.57,NA,NA,NA,0.20918367346938777,0.17878946450375025,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,988,Europe,Hungary,WTP,average,average,1.83,1.83,1 liter milk,conventional milk,1.71,0.0701754385964913,1.83,NA,NA,NA,0.17091836734693877,0.09995226160639695,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,506,Europe,Croatia,WTP,average,average,1.55,1.55,1 liter milk,conventional milk,1.1599999999999999,0.33620689655172425,1.55,NA,NA,NA,0.32397959183673469,0.279292751583392,1
"Ornelas Herrera, S. I., Baba, Y., Kallas, Z., Meers, E., Michels, E., Hajdu, Z., & Spicnagel, A. M. (2025). The role of environmental attitudes and consumption patterns in consumers’ preferences for sustainable food from circular farming system: a six EU case studies. Agricultural and Food Economics, 13(1), 7.",Ornelas2025,Ornelas Herrera et al. (2025),improved_environmental_footprint,milk,circular milk,0,1,0,0,2021,2021-2022,1,online,950,Europe,Belgium,WTP,average,average,1.33,1.33,1 liter milk,conventional milk,1.31,0.015267175572519097,1.33,NA,NA,NA,0.16581632653061223,0.12657734849665056,1
"Ariji, M. (2010). Conjoint analysis of consumer preference for bluefin tuna. Fisheries Science, 76(6), 1023-1028.",Ariji2010,Ariji 2010,improved_environmental_footprint,sushi,Sushi based on tuna from full cycle farmed cultivation,0,1,0,0,2009,2009,1,online,2400,Asia,Japan,mWTP,average,average without information provision,-77,373,one piece of sushi,wild caught tuna sushi,450,-0.1711111111111111,-0.65600000000000003,4.8000000000000001E-2,-8.9999999999999993E-3,0,5.6341463414634143,0.012520325203252032,1
